epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,1695.88,0.51244,0.3286,0.91889,0.94705,0.97963,0.99202,0.72249,1.24421,0.4434,1.56697,0.00011395,0.00011395,0.00011395
181,1704.79,0.51799,0.33156,0.92255,0.90145,0.9961,0.98608,0.70637,1.23398,0.46109,1.59102,0.000109,0.000109,0.000109
182,1715,0.50168,0.32014,0.92238,0.88688,1,0.98063,0.70506,1.22385,0.44901,1.58615,0.00010405,0.00010405,0.00010405
183,1725.97,0.53552,0.36808,0.93218,0.88742,1,0.98444,0.72017,1.23358,0.46182,1.57486,9.91e-05,9.91e-05,9.91e-05
184,1736.96,0.49598,0.32636,0.91217,0.89471,0.99639,0.98826,0.73253,1.20016,0.46245,1.50398,9.415e-05,9.415e-05,9.415e-05
185,1745.78,0.51334,0.33798,0.92799,0.91671,0.96714,0.98354,0.7326,1.19952,0.45301,1.51349,8.92e-05,8.92e-05,8.92e-05
186,1754.47,0.49288,0.31274,0.91122,0.89531,0.99243,0.98604,0.71788,1.18788,0.45466,1.54595,8.425e-05,8.425e-05,8.425e-05
187,1763.19,0.50439,0.32464,0.91158,0.92078,0.98344,0.99026,0.72638,1.18751,0.43722,1.53035,7.93e-05,7.93e-05,7.93e-05
188,1772.32,0.47739,0.31275,0.90306,0.97151,0.96268,0.99119,0.7332,1.18363,0.43805,1.51305,7.435e-05,7.435e-05,7.435e-05
189,1781.03,0.49713,0.33359,0.90954,0.97105,0.96412,0.99119,0.73067,1.17654,0.44171,1.47518,6.94e-05,6.94e-05,6.94e-05
190,1789.94,0.5013,0.31731,0.91994,0.97725,0.96663,0.99119,0.73587,1.18336,0.42298,1.47557,6.445e-05,6.445e-05,6.445e-05
191,1828.16,0.47086,0.29498,0.88234,0.96747,0.96911,0.99026,0.73671,1.17487,0.43853,1.49618,5.95e-05,5.95e-05,5.95e-05
192,1839.21,0.44049,0.29076,0.88312,0.96567,0.96031,0.98915,0.73435,1.15699,0.45572,1.47734,5.455e-05,5.455e-05,5.455e-05
193,1850.25,0.42453,0.26731,0.85988,0.96154,0.9667,0.98804,0.72841,1.15277,0.46453,1.45003,4.96e-05,4.96e-05,4.96e-05
194,1859.5,0.41925,0.25256,0.86421,0.96629,0.97222,0.98804,0.74104,1.14483,0.44857,1.44986,4.465e-05,4.465e-05,4.465e-05
195,1868.18,0.40753,0.24585,0.86297,0.96722,0.97222,0.98915,0.74014,1.12765,0.43927,1.43284,3.97e-05,3.97e-05,3.97e-05
196,1876.99,0.38881,0.23618,0.86072,0.9617,0.96342,0.98915,0.7409,1.12892,0.44021,1.44009,3.475e-05,3.475e-05,3.475e-05
197,1885.71,0.3827,0.23509,0.84621,0.95829,0.96563,0.98915,0.73375,1.14078,0.44497,1.44662,2.98e-05,2.98e-05,2.98e-05
198,1894.47,0.39242,0.24054,0.85186,0.96248,0.96663,0.98915,0.73469,1.14796,0.45243,1.45756,2.485e-05,2.485e-05,2.485e-05
199,1903.34,0.3758,0.23282,0.86054,0.96179,0.96539,0.98915,0.73775,1.15109,0.4471,1.45751,1.99e-05,1.99e-05,1.99e-05
200,1912.43,0.37979,0.23609,0.86165,0.96378,0.96527,0.98804,0.73201,1.15146,0.45151,1.44647,1.495e-05,1.495e-05,1.495e-05
